timestamp,1,2,3
41.00,0.2961,0.1284,0.2569
41.50,0.2961,0.1315,0.2569
42.00,0.2961,0.1315,0.2334
42.50,0.2689,0.1315,0.2334
43.00,0.2569,0.1391,0.2334
43.50,0.2373,0.1485,0.2961
44.00,0.2157,0.1539,0.3589
44.50,0.2177,0.1491,0.3629
45.00,0.1942,0.1427,0.1511
45.50,0.1702,0.1526,0.1158
46.00,0.1550,0.1454,0.1158
46.50,0.1550,0.1524,0.1158
47.00,0.1550,0.1503,0.1040
47.50,0.1477,0.1534,0.0766
48.00,0.1322,0.1393,0.0766
48.50,0.1121,0.1421,0.0766
49.00,0.0922,0.1550,0.0530
49.50,0.0614,0.1545,0.0530
50.00,0.0155,0.1550,0.0530
50.50,-0.0058,0.1529,0.0530
51.00,-0.0210,0.1550,0.0530
51.50,-0.0537,0.1436,0.0530
52.00,-0.0738,0.0942,0.0530
52.50,-0.0874,0.0575,0.0530
53.00,-0.0874,0.0041,0.0530
53.50,-0.0881,-0.0016,0.0530
54.00,-0.0881,-0.0140,0.1158
54.50,-0.1010,-0.0469,0.1707
55.00,-0.0987,-0.0469,0.1158
55.50,-0.1250,-0.0469,0.0922
56.00,-0.0896,-0.0390,0.0766
56.50,-0.1103,-0.0312,0.0766
57.00,-0.1250,-0.0121,0.1550
57.50,-0.1418,-0.0078,0.1550
58.00,-0.1484,-0.0078,0.1550
58.50,-0.1367,-0.0078,0.1040
59.00,-0.1250,-0.0078,0.1158
59.50,-0.1250,-0.0078,0.1128
60.00,-0.1287,-0.0078,0.1158
60.50,-0.1404,-0.0078,0.1040
61.00,-0.1426,-0.0078,0.0952
61.50,-0.1433,-0.0078,0.1118
62.00,-0.1382,-0.0078,0.1550
62.50,-0.1301,-0.0078,0.1707
63.00,-0.1389,-0.0078,0.1628
63.50,-0.1404,-0.0078,0.1315
64.00,-0.1484,-0.0078,0.1315
64.50,-0.1477,-0.0142,0.1315
65.00,-0.1484,-0.0541,0.1315
65.50,-0.1484,-0.0907,0.1315
66.00,-0.1484,-0.0859,0.1550
66.50,-0.1484,-0.1108,0.1550
67.00,-0.1499,-0.1328,0.1550
67.50,-0.1484,-0.1426,0.1550
68.00,-0.1484,-0.1256,0.1550
68.50,-0.1455,-0.1266,0.1550
69.00,-0.1272,-0.1263,0.1491
69.50,-0.1250,-0.1256,0.1550
70.00,-0.1265,-0.1256,0.1550
70.50,-0.1250,-0.1250,0.1237
71.00,-0.1250,-0.1256,0.1289
71.50,-0.1279,-0.1262,0.1550
72.00,-0.1265,-0.1255,0.1550
72.50,-0.1257,-0.1250,0.1550
73.00,-0.1265,-0.1261,0.1432
73.50,-0.1250,-0.1263,0.1158
74.00,-0.1257,-0.1262,0.1432
74.50,-0.1250,-0.1250,0.1707
75.00,-0.1265,-0.1261,0.1707
75.50,-0.1265,-0.1257,0.1609
76.00,-0.1250,-0.1250,0.1315
76.50,-0.1035,-0.1250,0.1373
77.00,-0.0644,-0.1250,0.1315
77.50,-0.0410,-0.1250,0.1315
78.00,-0.0166,-0.1256,0.1315
78.50,-0.0067,-0.1268,0.1315
79.00,0.0236,-0.1256,0.1315
79.50,0.1449,-0.1273,0.1315
80.00,0.1550,-0.1250,0.1315
80.50,0.1550,-0.1256,0.1315
81.00,0.1491,-0.1256,0.1550
81.50,0.1349,-0.1261,0.1550
82.00,0.1354,-0.1263,0.2021
82.50,0.1382,-0.1250,0.2334
83.00,0.1315,-0.1256,0.1942
83.50,0.1242,-0.1250,0.1942
84.00,0.1158,-0.1256,0.1707
84.50,0.1046,-0.1314,0.1550
85.00,0.0756,-0.1484,0.1550
85.50,0.0922,-0.1490,0.1491
86.00,0.1295,-0.1548,0.1521
86.50,0.1315,-0.1686,0.1521
87.00,0.1315,-0.1543,0.1491
87.50,0.1315,-0.1484,0.1315
88.00,0.1315,-0.1484,0.1315
88.50,0.1315,-0.1517,0.1315
89.00,0.1315,-0.1548,0.1315
89.50,0.1315,-0.1510,0.1315
90.00,0.1315,-0.1566,0.1315
90.50,0.1315,-0.1719,0.1315
91.00,0.1315,-0.1719,0.1315
91.50,0.1315,-0.1853,0.1550
92.00,0.1403,-0.1975,0.1550
92.50,0.1491,-0.1898,0.1315
93.00,0.0952,-0.2010,0.1315
93.50,0.0168,-0.1922,0.1315
94.00,0.0003,-0.1887,0.1315
94.50,-0.0234,-0.1403,0.1315
95.00,-0.0469,-0.1222,0.1315
95.50,-0.0839,-0.1618,0.1237
96.00,-0.0866,-0.2038,0.1315
96.50,-0.0874,-0.1963,0.1315
97.00,-0.0952,-0.1945,0.1315
97.50,-0.1257,-0.2266,0.1315
98.00,-0.1250,-0.2448,0.1315
98.50,-0.1250,-0.2500,0.1315
99.00,-0.1315,-0.2500,0.1315
99.50,-0.1367,-0.2500,0.1462
100.00,-0.1418,-0.2500,0.1217
100.50,-0.1287,-0.2500,0.1354
101.00,-0.1250,-0.2269,0.1315
101.50,-0.1257,-0.1992,0.1315
102.00,-0.1272,-0.1845,0.1315
102.50,-0.1279,-0.1265,0.1315
103.00,-0.1265,-0.1094,0.1315
103.50,-0.1265,-0.1094,0.1315
104.00,-0.1250,-0.1094,0.1158
104.50,-0.1250,-0.1094,0.1432
105.00,-0.1250,-0.1094,0.1550
105.50,-0.1250,-0.1094,0.1942
106.00,-0.1147,-0.1094,0.1707
106.50,-0.0659,-0.1094,0.1432
107.00,-0.0491,-0.1065,0.1315
107.50,-0.0312,-0.0840,0.1315
108.00,-0.0312,-0.0703,0.0766
108.50,-0.0371,-0.0703,0.0766
109.00,-0.0312,-0.0432,0.0766
109.50,-0.0107,-0.0084,0.0766
110.00,-0.0085,-0.0084,0.1432
110.50,-0.0100,-0.0467,0.1707
111.00,-0.0093,-0.1057,0.1942
111.50,-0.0078,-0.1307,0.1550
112.00,-0.0435,-0.1491,0.1628
112.50,-0.0469,-0.1484,0.1942
113.00,-0.0645,-0.1502,0.1550
113.50,-0.1065,-0.1496,0.1158
114.00,-0.1179,-0.1496,0.1315
114.50,-0.1257,-0.1484,0.1158
115.00,-0.1455,-0.1507,0.1158
115.50,-0.1426,-0.1613,0.1237
116.00,-0.1484,-0.1496,0.1315
116.50,-0.1367,-0.1502,0.0952
117.00,-0.1469,-0.1489,0.1158
117.50,-0.1506,-0.1491,0.1550
118.00,-0.1484,-0.1495,0.1707
118.50,-0.1484,-0.1497,0.1158
119.00,-0.1491,-0.1496,0.1432
119.50,-0.1499,-0.1490,0.1942
120.00,-0.1484,-0.1495,0.2177
120.50,-0.1497,-0.1484,0.2177
121.00,-0.1491,-0.1502,0.2138
121.50,-0.1484,-0.1484,0.1707
122.00,-0.1513,-0.1496,0.1628
122.50,-0.1797,-0.1484,0.1550
123.00,-0.1875,-0.1496,0.1883
123.50,-0.1875,-0.1496,0.1883
124.00,-0.1875,-0.1508,0.1913
124.50,-0.1875,-0.1484,0.1432
125.00,-0.1875,-0.1497,0.1315
125.50,-0.1875,-0.1490,0.1550
126.00,-0.1875,-0.1490,0.1825
126.50,-0.1875,-0.1500,0.1942
127.00,-0.1875,-0.1497,0.2177
127.50,-0.1875,-0.1508,0.2177
128.00,-0.1875,-0.1502,0.2177
128.50,-0.1875,-0.1502,0.2726
129.00,-0.1875,-0.1777,0.2932
129.50,-0.1875,-0.1887,0.2726
130.00,-0.1875,-0.2086,0.2569
130.50,-0.1875,-0.2109,0.2961
131.00,-0.1875,-0.2109,0.3157
131.50,-0.1875,-0.2109,0.2569
132.00,-0.1875,-0.2109,0.2452
132.50,-0.1875,-0.2109,0.1913
133.00,-0.1875,-0.2109,0.1707
133.50,-0.1875,-0.2109,0.1550
134.00,-0.1875,-0.2109,0.1550
134.50,-0.1875,-0.2109,0.1432
135.00,-0.1875,-0.2109,0.1403
135.50,-0.1875,-0.2109,0.1707
136.00,-0.1875,-0.2109,0.1707
136.50,-0.1875,-0.2109,0.1707
137.00,-0.1875,-0.2109,0.1707
137.50,-0.1875,-0.2109,0.1707
138.00,-0.1875,-0.2109,0.1707
138.50,-0.1875,-0.2109,0.1707
139.00,-0.1875,-0.2109,0.1707
139.50,-0.1782,-0.2109,0.1707
140.00,-0.1704,-0.2109,0.1707
140.50,-0.1797,-0.2109,0.1707
141.00,-0.1875,-0.2109,0.1707
141.50,-0.1890,-0.2109,0.1707
142.00,-0.1875,-0.2109,0.1707
142.50,-0.1875,-0.2109,0.1707
143.00,-0.1875,-0.2109,0.1707
143.50,-0.1875,-0.2109,0.1628
144.00,-0.1797,-0.2109,0.1550
144.50,-0.1360,-0.2109,0.1550
145.00,-0.1094,-0.2109,0.1344
145.50,-0.0913,-0.2109,0.1315
146.00,-0.0615,-0.2109,0.0922
146.50,-0.0444,-0.2109,0.0766
147.00,-0.0312,-0.2109,0.0922
147.50,-0.0093,-0.2109,0.1040
148.00,-0.0049,-0.2109,0.1040
148.50,0.0000,-0.2109,0.1158
149.00,0.0384,-0.2097,0.1158
149.50,0.0530,-0.1939,0.1158
150.00,0.0530,-0.1875,0.1158
150.50,0.0530,-0.1881,0.1099
151.00,0.0530,-0.1887,0.1158
151.50,0.0530,-0.1898,0.1158
152.00,0.0609,-0.1875,0.1158
152.50,0.1315,-0.1875,0.1158
153.00,0.1315,-0.1887,0.1158
153.50,0.1315,-0.1880,0.1158
154.00,0.1315,-0.1901,0.1158
154.50,0.1315,-0.1875,0.1158
155.00,0.1315,-0.1887,0.1354
155.50,0.1315,-0.1881,0.1550
156.00,0.1315,-0.1881,0.1707
156.50,0.1306,-0.1887,0.1825
157.00,0.1158,-0.1898,0.2138
157.50,0.1158,-0.1887,0.2059
158.00,0.1494,-0.2045,0.1942
158.50,0.1550,-0.2109,0.1628
159.00,0.1543,-0.2250,0.1550
159.50,0.1673,-0.2266,0.1550
160.00,0.1550,-0.1950,0.1432
160.50,0.1628,-0.1380,0.1315
161.00,0.1707,-0.1094,0.1237
161.50,0.1707,-0.1094,0.0870
162.00,0.1707,-0.1250,0.0452
162.50,0.1707,-0.1129,0.0374
163.00,0.1795,-0.1094,0.0678
163.50,0.1935,-0.1094,0.0785
164.00,0.1942,-0.1145,0.1236
164.50,0.1707,-0.1094,0.1315
165.00,0.1236,-0.1094,0.0766
165.50,0.1462,-0.1094,0.0922
166.00,0.1543,-0.1094,0.1040
166.50,0.1543,-0.1094,0.1315
167.00,0.1464,-0.1094,0.1118
167.50,0.1003,-0.1094,0.0844
168.00,0.0766,-0.1094,0.0766
168.50,0.0427,-0.1094,0.0922
169.00,-0.0010,-0.1094,0.1177
169.50,-0.0188,-0.1094,0.1432
170.00,-0.0312,-0.1094,0.1615
170.50,-0.0405,-0.1094,0.1707
171.00,-0.0564,-0.1094,0.1707
171.50,-0.0764,-0.1094,0.1707
172.00,-0.1153,-0.1094,0.1707
172.50,-0.1250,-0.1094,0.1707
173.00,-0.1250,-0.1094,0.1864
173.50,-0.1250,-0.1094,0.1707
174.00,-0.1250,-0.1094,0.1550
174.50,-0.1440,-0.1094,0.2373
175.00,-0.1567,-0.1094,0.2621
175.50,-0.1875,-0.1094,0.2654
176.00,-0.1875,-0.1094,0.2569
176.50,-0.1875,-0.1094,0.2334
177.00,-0.1875,-0.1094,0.2334
177.50,-0.1571,-0.1094,0.2334
178.00,-0.1499,-0.1094,0.2334
178.50,-0.1492,-0.1094,0.2334
179.00,-0.1506,-0.1094,0.2334
179.50,-0.1497,-0.1094,0.2334
180.00,-0.1501,-0.1094,0.2334
180.50,-0.1491,-0.1094,0.2334
181.00,-0.1504,-0.1094,0.2334
181.50,-0.1455,-0.1094,0.2334
182.00,-0.1250,-0.1094,0.1942
182.50,-0.1250,-0.1094,0.1707
183.00,-0.1289,-0.1094,0.1550
183.50,-0.1250,-0.1094,0.1354
184.00,-0.1250,-0.1094,0.1315
184.50,-0.1250,-0.1094,0.1315
185.00,-0.1250,-0.1094,0.1315
185.50,-0.1182,-0.1094,0.1315
186.00,-0.1094,-0.1328,0.1315
186.50,-0.1094,-0.1875,0.1432
187.00,-0.1304,-0.1875,0.1550
187.50,-0.1499,-0.1875,0.1550
188.00,-0.1491,-0.1735,0.1550
188.50,-0.1491,-0.1719,0.1550
189.00,-0.1499,-0.1901,0.1550
189.50,-0.1484,-0.1922,0.1432
190.00,-0.1279,-0.1832,0.1315
190.50,-0.1094,-0.1719,0.1315
191.00,-0.0947,-0.1719,0.1315
191.50,-0.0859,-0.1719,0.1315
192.00,-0.0776,-0.1719,0.1315
192.50,-0.0482,-0.1719,0.1344
193.00,-0.0371,-0.1719,0.1344
193.50,-0.0283,-0.1719,0.1315
194.00,-0.0224,-0.1852,0.1315
194.50,-0.0173,-0.1875,0.1511
195.00,-0.0085,-0.1871,0.1707
195.50,-0.0078,-0.1727,0.1707
196.00,-0.0078,-0.1719,0.1579
196.50,-0.0078,-0.1719,0.1491
197.00,-0.0019,-0.1719,0.1550
197.50,0.0000,-0.1719,0.1550
198.00,0.0000,-0.1719,0.1491
198.50,0.0000,-0.1719,0.1550
199.00,0.0000,-0.1728,0.1550
199.50,0.0130,-0.1719,0.1550
200.00,0.0525,-0.1719,0.1550
200.50,0.0737,-0.1719,0.1550
201.00,0.0766,-0.1719,0.2334
201.50,0.0805,-0.1719,0.2167
202.00,0.1249,-0.1719,0.2001
202.50,0.1315,-0.1719,0.2059
203.00,0.1315,-0.1719,0.1942
203.50,0.1315,-0.1719,0.1942
204.00,0.1315,-0.1719,0.1942
204.50,0.1315,-0.1719,0.1942
205.00,0.1315,-0.1719,0.1942
205.50,0.1315,-0.1719,0.1942
206.00,0.1315,-0.1719,0.1942
206.50,0.1374,-0.1719,0.1942
207.00,0.1537,-0.1719,0.1883
207.50,0.1535,-0.1719,0.1883
208.00,0.1543,-0.1719,0.1373
208.50,0.1550,-0.1719,0.1158
209.00,0.1550,-0.1719,0.1158
209.50,0.1550,-0.1719,0.1158
210.00,0.1550,-0.1719,0.1158
210.50,0.1410,-0.1719,0.1158
211.00,0.0653,-0.1719,0.1158
211.50,0.0015,-0.1719,0.1158
212.00,-0.0093,-0.1719,0.1158
212.50,-0.0185,-0.1719,0.1158
213.00,-0.0645,-0.1719,0.1158
213.50,-0.0971,-0.1719,0.1158
214.00,-0.1250,-0.1719,0.1158
214.50,-0.1250,-0.1719,0.1158
215.00,-0.1250,-0.1719,0.1158
215.50,-0.1250,-0.1719,0.1158
216.00,-0.1338,-0.1719,0.1158
216.50,-0.1528,-0.1719,0.1158
217.00,-0.1638,-0.1719,0.1158
217.50,-0.1719,-0.1719,0.1158
218.00,-0.1653,-0.1719,0.1158
218.50,-0.1624,-0.1719,0.1158
219.00,-0.1719,-0.1719,0.1354
219.50,-0.1638,-0.1719,0.1707
220.00,-0.1510,-0.1719,0.2001
220.50,-0.1668,-0.1719,0.1942
221.00,-0.1704,-0.1719,0.1942
221.50,-0.1875,-0.1719,0.1707
222.00,-0.1875,-0.1818,0.1746
222.50,-0.1875,-0.1875,0.1315
223.00,-0.1897,-0.1969,0.1315
223.50,-0.1875,-0.2068,0.1315
224.00,-0.1897,-0.2097,0.1315
224.50,-0.1890,-0.2109,0.1315
225.00,-0.1882,-0.2092,0.1315
225.50,-0.1882,-0.2125,0.1315
226.00,-0.1882,-0.2342,0.1315
226.50,-0.1875,-0.2307,0.1315
227.00,-0.1953,-0.2278,0.1315
227.50,-0.1897,-0.2287,0.2256
228.00,-0.1956,-0.2279,0.2511
228.50,-0.2261,-0.2271,0.2726
229.00,-0.2281,-0.2279,0.1602
229.50,-0.2266,-0.2266,0.1158
230.00,-0.2288,-0.2278,0.1158
230.50,-0.2080,-0.2266,0.1237
231.00,-0.1743,-0.2266,0.1628
231.50,-0.1719,-0.2266,0.1707
232.00,-0.1719,-0.2278,0.1707
232.50,-0.1719,-0.2235,0.1942
233.00,-0.1719,-0.2250,0.1942
233.50,-0.1719,-0.2219,0.1942
234.00,-0.1719,-0.2109,0.1942
234.50,-0.1719,-0.2225,0.1942
235.00,-0.1719,-0.2266,0.1825
235.50,-0.1777,-0.2184,0.1707
236.00,-0.1875,-0.2109,0.1707
236.50,-0.1875,-0.2266,0.1576
237.00,-0.1875,-0.2266,0.1550
237.50,-0.1875,-0.2266,0.1491
238.00,-0.1875,-0.2266,0.1550
238.50,-0.1841,-0.2266,0.1550
239.00,-0.1719,-0.2272,0.1550
239.50,-0.1719,-0.2266,0.1521
240.00,-0.1719,-0.2266,0.1550
240.50,-0.1719,-0.2278,0.1550
241.00,-0.1719,-0.2272,0.1432
241.50,-0.1719,-0.2164,0.1158
242.00,-0.1719,-0.2109,0.1158
242.50,-0.1719,-0.2109,0.1432
243.00,-0.1719,-0.2109,0.1158
243.50,-0.1719,-0.2109,0.1158
244.00,-0.1812,-0.2109,0.1158
244.50,-0.1724,-0.2134,0.1158
245.00,-0.2065,-0.2240,0.1158
245.50,-0.2109,-0.2278,0.1158
246.00,-0.2109,-0.2266,0.1158
246.50,-0.2109,-0.2266,0.1158
247.00,-0.2109,-0.2279,0.1158
247.50,-0.2109,-0.2266,0.1158
248.00,-0.2207,-0.2272,0.1158
248.50,-0.2288,-0.2278,0.1158
249.00,-0.2266,-0.2266,0.1158
249.50,-0.2266,-0.2301,0.1158
250.00,-0.2266,-0.2266,0.1158
250.50,-0.2279,-0.2266,0.1158
251.00,-0.2281,-0.2266,0.0766
251.50,-0.2288,-0.2279,0.0766
252.00,-0.2266,-0.2266,0.0766
252.50,-0.2288,-0.2272,0.0766
253.00,-0.2266,-0.2266,0.0766
253.50,-0.2273,-0.2279,0.0766
254.00,-0.2273,-0.2272,0.0766
254.50,-0.2266,-0.2266,0.0766
255.00,-0.2281,-0.2272,0.0962
255.50,-0.2266,-0.2272,0.1354
256.00,-0.2295,-0.2272,0.1432
256.50,-0.2266,-0.2266,0.1315
257.00,-0.2281,-0.2266,0.1158
257.50,-0.2266,-0.2287,0.1158
258.00,-0.2273,-0.2266,0.1158
258.50,-0.2266,-0.2278,0.1315
259.00,-0.2266,-0.2278,0.1315
259.50,-0.2266,-0.2266,0.1315
260.00,-0.2273,-0.2285,0.1237
260.50,-0.2266,-0.2278,0.1315
261.00,-0.2266,-0.2266,0.0962
261.50,-0.2266,-0.2266,0.0766
262.00,-0.2266,-0.2272,0.0766
262.50,-0.2266,-0.2266,0.1315
263.00,-0.2266,-0.2266,0.1315
263.50,-0.2266,-0.2266,0.1315
264.00,-0.2288,-0.2277,0.1315
264.50,-0.2227,-0.2266,0.1315
265.00,-0.2109,-0.2271,0.1315
265.50,-0.2109,-0.2285,0.1315
266.00,-0.2109,-0.2271,0.1315
266.50,-0.2109,-0.2272,0.1315
267.00,-0.2109,-0.2282,0.1041
267.50,-0.2109,-0.2266,0.1315
268.00,-0.2109,-0.2266,0.1315
268.50,-0.2109,-0.2272,0.1315
269.00,-0.2109,-0.2266,0.1854
269.50,-0.2109,-0.2266,0.1315
270.00,-0.2087,-0.2272,0.1158
270.50,-0.1904,-0.2271,0.1158
271.00,-0.1890,-0.2266,0.1315
271.50,-0.1875,-0.2266,0.1237
272.00,-0.1890,-0.2278,0.1158
272.50,-0.1875,-0.2271,0.1158
273.00,-0.1875,-0.2266,0.1158
273.50,-0.1883,-0.2271,0.1158
274.00,-0.1875,-0.2266,0.1158
274.50,-0.1875,-0.2266,0.1158
275.00,-0.2029,-0.2272,0.1158
275.50,-0.2339,-0.2271,0.1158
276.00,-0.2354,-0.2266,0.1237
276.50,-0.2231,-0.2188,0.1942
277.00,-0.1897,-0.2484,0.1942
277.50,-0.2510,-0.2656,0.1942
278.00,-0.2757,-0.2656,0.1628
278.50,-0.3030,-0.2656,0.1432
279.00,-0.3047,-0.2656,0.1315
279.50,-0.3047,-0.2656,0.1315
280.00,-0.3047,-0.2656,0.1550
280.50,-0.3072,-0.2656,0.1550
281.00,-0.3047,-0.2656,0.1158
281.50,-0.3301,-0.2465,0.1128
282.00,-0.3459,-0.2500,0.1354
282.50,-0.3437,-0.2482,0.1707
283.00,-0.3425,-0.2477,0.2334
283.50,-0.2969,-0.2500,0.2256
284.00,-0.2700,-0.2500,0.1942
284.50,-0.2317,-0.2418,0.1942
285.00,-0.2588,-0.2442,0.1942
285.50,-0.2678,-0.2266,0.1942
286.00,-0.2656,-0.2395,0.1913
286.50,-0.2656,-0.2500,0.1825
287.00,-0.2656,-0.2500,0.1825
287.50,-0.2678,-0.2500,0.1628
288.00,-0.2656,-0.2500,0.1550
288.50,-0.2751,-0.2500,0.1913
289.00,-0.2729,-0.2493,0.1942
289.50,-0.2744,-0.2484,0.1942
290.00,-0.2751,-0.2415,0.2177
290.50,-0.2760,-0.2500,0.2256
291.00,-0.2891,-0.2500,0.2726
291.50,-0.2891,-0.2453,0.1942
292.00,-0.2891,-0.2278,0.1707
292.50,-0.2891,-0.2424,0.1825
293.00,-0.2891,-0.2489,0.1707
293.50,-0.2891,-0.2500,0.1825
294.00,-0.2891,-0.2500,0.1687
294.50,-0.2891,-0.2500,0.1550
295.00,-0.2891,-0.2346,0.1550
295.50,-0.2891,-0.2292,0.1550
296.00,-0.2891,-0.2388,0.1315
296.50,-0.2891,-0.2500,0.1315
297.00,-0.2891,-0.2500,0.1315
297.50,-0.2891,-0.2500,0.1315
298.00,-0.2891,-0.2494,0.1315
298.50,-0.2891,-0.2447,0.1315
299.00,-0.2862,-0.2266,0.1315
